phrase,label,category,phrase_len_tokens,phrase_start_pos,layer0_k1_prob,layer0_k1_top1,layer0_k1_top5,layer0_k1_top10,layer0_k1_surprisal,layer0_k2_prob,layer0_k2_top1,layer0_k2_top5,layer0_k2_top10,layer0_k2_surprisal,layer0_k3_prob,layer0_k3_top1,layer0_k3_top5,layer0_k3_top10,layer0_k3_surprisal,layer6_k1_prob,layer6_k1_top1,layer6_k1_top5,layer6_k1_top10,layer6_k1_surprisal,layer6_k2_prob,layer6_k2_top1,layer6_k2_top5,layer6_k2_top10,layer6_k2_surprisal,layer6_k3_prob,layer6_k3_top1,layer6_k3_top5,layer6_k3_top10,layer6_k3_surprisal,layer12_k1_prob,layer12_k1_top1,layer12_k1_top5,layer12_k1_top10,layer12_k1_surprisal,layer12_k2_prob,layer12_k2_top1,layer12_k2_top5,layer12_k2_top10,layer12_k2_surprisal,layer12_k3_prob,layer12_k3_top1,layer12_k3_top5,layer12_k3_top10,layer12_k3_surprisal,layer18_k1_prob,layer18_k1_top1,layer18_k1_top5,layer18_k1_top10,layer18_k1_surprisal,layer18_k2_prob,layer18_k2_top1,layer18_k2_top5,layer18_k2_top10,layer18_k2_surprisal,layer18_k3_prob,layer18_k3_top1,layer18_k3_top5,layer18_k3_top10,layer18_k3_surprisal,layer24_k1_prob,layer24_k1_top1,layer24_k1_top5,layer24_k1_top10,layer24_k1_surprisal,layer24_k2_prob,layer24_k2_top1,layer24_k2_top5,layer24_k2_top10,layer24_k2_surprisal,layer24_k3_prob,layer24_k3_top1,layer24_k3_top5,layer24_k3_top10,layer24_k3_surprisal,layer30_k1_prob,layer30_k1_top1,layer30_k1_top5,layer30_k1_top10,layer30_k1_surprisal,layer30_k2_prob,layer30_k2_top1,layer30_k2_top5,layer30_k2_top10,layer30_k2_surprisal,layer30_k3_prob,layer30_k3_top1,layer30_k3_top5,layer30_k3_top10,layer30_k3_surprisal,layer36_k1_prob,layer36_k1_top1,layer36_k1_top5,layer36_k1_top10,layer36_k1_surprisal,layer36_k2_prob,layer36_k2_top1,layer36_k2_top5,layer36_k2_top10,layer36_k2_surprisal,layer36_k3_prob,layer36_k3_top1,layer36_k3_top5,layer36_k3_top10,layer36_k3_surprisal,layer42_k1_prob,layer42_k1_top1,layer42_k1_top5,layer42_k1_top10,layer42_k1_surprisal,layer42_k2_prob,layer42_k2_top1,layer42_k2_top5,layer42_k2_top10,layer42_k2_surprisal,layer42_k3_prob,layer42_k3_top1,layer42_k3_top5,layer42_k3_top10,layer42_k3_surprisal,layer47_k1_prob,layer47_k1_top1,layer47_k1_top5,layer47_k1_top10,layer47_k1_surprisal,layer47_k2_prob,layer47_k2_top1,layer47_k2_top5,layer47_k2_top10,layer47_k2_surprisal,layer47_k3_prob,layer47_k3_top1,layer47_k3_top5,layer47_k3_top10,layer47_k3_surprisal,baseline_k1_prob,baseline_k1_top1,baseline_k2_prob,baseline_k2_top1,baseline_k3_prob,baseline_k3_top1
go from strength to strength,non-compositional,idiomem,4,3,1.2762071399663455e-09,0,0,0,29.54549034341898,7.161627763707656e-06,0,0,0,17.091281034945137,4.457862079476627e-09,0,0,0,27.741000871828508,0.0001776675198925659,0,0,0,12.458532418908193,0.0016346944030374289,0,0,0,9.256763327489292,4.7161534894257784e-05,0,0,0,14.372029802168765,0.0005565475439652801,0,0,0,10.811207442183322,0.002421522745862603,0,0,0,8.689869730126821,6.103804480517283e-05,0,0,0,13.9999317245032,0.0004867690149694681,0,0,0,11.004475042583675,0.003974479157477617,0,0,0,7.975018472354992,8.426373096881434e-05,0,0,0,13.534728678510062,0.0005701241316273808,0,0,0,10.776436311875454,0.004369291476905346,0,0,0,7.838384932997762,0.0001590139145264402,0,0,0,12.61855936536083,0.0014465047279372811,0,0,0,9.433213245901646,0.01518062874674797,0,0,1,6.041624644671528,0.00018400239059701562,0,0,0,12.407987869353821,0.0013762450544163585,0,0,0,9.505046905237068,0.023431045934557915,0,1,1,5.415434833912554,0.00015661105862818658,0,0,0,12.640526291666664,8.397543570026755e-05,0,0,0,13.5396730986423,0.03702929615974426,0,1,1,4.7551890622607775,5.52665296709165e-05,0,0,0,14.143234449613077,0.00010173649206990376,0,0,0,13.262875124295672,0.02403281442821026,0,0,1,5.378850580680115,6.206564194144448e-06,0,0,0,17.297773721458906,0.003915462642908096,0,0.0005740789347328246,0,0.003915462642908096,0
in this day and age,non-compositional,idiomem,4,3,1.0631089342183486e-09,0,0,0,29.809063420048123,0.0030977476853877306,0,0,0,8.334564644686985,1.3792599020234775e-05,0,0,0,16.145746136489723,0.0004652788629755378,0,0,0,11.069616730758648,0.0012916350970044732,0,0,0,9.59658573637832,0.0002404034894425422,0,0,0,12.022254542714514,0.00033853817149065435,0,0,0,11.52839386712145,0.0010499577037990093,0,0,0,9.895453072721612,8.543597505195066e-05,0,0,0,13.51479679217456,0.00039814095362089574,0,0,0,11.294433101822932,0.0005639425362460315,0,0,0,10.792164214968789,1.9315086319693364e-05,0,0,0,15.659912349405653,0.0002782793890219182,0,0,0,11.811178321246532,0.0003838790871668607,0,0,0,11.347060411869053,0.0003507483343128115,0,0,0,11.477276126978266,0.0003073916304856539,0,0,0,11.667634495006197,0.0013877328019589186,0,0,0,9.493054470634704,0.0004622711567208171,0,0,0,11.078973030719915,2.3094573407433927e-05,0,0,0,15.40208657681724,0.0039612604305148125,0,0,0,7.979824731245571,0.00010780389857245609,0,0,0,13.179303027530946,5.266268635750748e-05,0,0,0,14.212859358373684,0.008242819458246231,0,0,0,6.922646388675243,9.337507071904838e-05,0,0,0,13.386603043887208,2.1185791410971433e-05,0,0,0,15.526543451783732,0.027111841365695,0,0,1,5.204933089179612,4.060935680172406e-05,0,0,0,14.587828297366931,0.01584916189312935,0,0.0011985175078734756,0,0.006479124538600445,0
fight tooth and nail,non-compositional,idiomem,3,3,1.0355064432587824e-06,0,0,0,19.881232038818794,2.5619067400839413e-06,0,0,0,18.57435061045464,2.2903555873199366e-05,0,0,0,15.414068874263938,0.0015845275484025478,0,0,1,9.301731542204013,5.2435545512707904e-05,0,0,0,14.219095343028323,0.0007925881072878838,0,0,0,10.301141059588387,0.001446194713935256,0,0,0,9.433522476552135,6.391496572177857e-05,0,0,0,13.933486695930782,0.0015399301191791892,0,0,0,9.342919400625737,0.007462069857865572,1,1,1,7.066208418326146,0.00014902668772265315,0,0,0,12.712141667671244,0.0014331437414512038,0,0,0,9.446600968377576,0.004363317508250475,0,0,1,7.840358825636707,0.001054274500347674,0,0,0,9.889533735779803,0.0013528225244954228,0,0,0,9.52981169872873,0.04661574214696884,1,1,1,4.423038954162157,0.0001876807218650356,0,0,0,12.379431912108837,0.009208113886415958,0,0,1,6.762878607756728,0.13164527714252472,0,1,1,2.9252723301709054,2.7095948098576628e-05,0,0,0,15.17156334592574,0.06469931453466415,0,1,1,3.950105762296962,0.4062691628932953,1,1,1,1.2994922312518726,5.62722220820433e-07,0,0,0,20.76107373043312,0.29502543807029724,1,1,1,1.7610887411055913,0.3657500147819519,1,1,1,1.4510701722164279,9.320829121861607e-07,0,0,0,20.033038370620112,0.09532024711370468,0,1,1,3.3910734981158845,0.9353548288345337,1,2.0851901183505106e-07,0,0.9353548288345337,1
wipe the floor with,non-compositional,idiomem,3,3,3.8341096963989685e-10,0,0,0,31.280389334823525,8.554646768743623e-08,0,0,0,23.47871647370073,6.427860625990434e-07,0,0,0,20.5691580165259,0.00010470208508195356,0,0,0,13.22142220655063,0.0011145814787596464,0,0,0,9.80928219950829,0.002637549303472042,0,0,1,8.566586222421488,0.00026855251053348184,0,0,0,11.862508171117724,0.0030424969736486673,0,0,0,8.36052845676145,0.0030525815673172474,0,0,0,8.355754439018002,0.00010154755000257865,0,0,0,13.265556946825955,0.002003250876441598,0,0,0,8.963441176774761,0.0018725681584328413,0,0,0,9.060766053271266,0.0001556987117510289,0,0,0,12.64895537192178,0.0023049362935125828,0,0,0,8.761057408325739,0.0026215987745672464,0,0,0,8.57533738103793,0.00021277031919453293,0,0,0,12.198415466197996,0.008026315830647945,0,0,0,6.961046358254531,0.0016628655139356852,0,0,0,9.232112790855744,0.00035894959000870585,0,0,0,11.443931129793487,0.006005711387842894,0,0,0,7.379449138660208,0.01988285779953003,0,0,1,5.652331056773053,4.584374983096495e-05,0,0,0,14.412915418970288,0.003155792597681284,0,0,0,8.30778189177236,0.0533292293548584,0,1,1,4.228929709568504,8.319216817653796e-07,0,0,0,20.197048946718986,0.004154769238084555,0,0,0,7.911015934818398,0.05826244130730629,0,1,1,4.101290035358727,0.028370464220643044,0,1.4041536815057043e-05,0,0.00015004216402303427,0
come to grips with,non-compositional,idiomem,3,3,2.711489969442482e-06,0,0,0,18.492482735892445,9.846961802395526e-06,0,0,0,16.63188990757205,9.477412845626532e-07,0,0,0,20.009003379791142,3.911287876690039e-06,0,0,0,17.96392484481335,0.001238935743458569,0,0,0,9.656682919619088,0.003619526047259569,0,0,1,8.109983486257969,5.067988968221471e-05,0,0,0,14.268227090350651,0.0012654024176299572,0,0,0,9.626188027335523,0.0054127536714077,0,1,1,7.52942155061375,1.4884974916640203e-05,0,0,0,16.035783684010966,0.00373100396245718,0,0,1,8.066220392313804,0.003935856278985739,0,0,0,7.989106744213643,4.10310531151481e-05,0,0,0,14.572924291093427,0.002169735496863723,0,0,0,8.848265104029894,0.003168038558214903,0,0,0,8.302194390088346,1.6900565242394805e-05,0,0,0,15.852568975931545,0.015563208609819412,0,0,1,6.005716663623812,0.0008363747037947178,0,0,0,10.223562951363947,6.184645826579072e-06,0,0,0,17.30287758994602,0.027045486494898796,0,0,1,5.208468340814824,0.005922900978475809,0,0,0,7.399480317903827,1.041889163388987e-06,0,0,0,19.87236675805521,0.012841202318668365,0,0,0,6.283075901802532,0.01669047586619854,0,0,1,5.904831101460207,3.3017357736753183e-07,0,0,0,21.530271993161108,0.010237684473395348,0,0,0,6.609966741673535,0.02778729982674122,0,1,1,5.169430539325265,0.0002227837685495615,0,7.520849612774327e-05,0,0.00045980894356034696,0
pull out all the stops,non-compositional,idiomem,4,3,0.001709465286694467,0,0,0,9.192239157721271,0.0003309943713247776,0,0,0,11.560905695842864,1.8541681129136123e-05,0,0,0,15.718868418892253,0.0011776466853916645,0,0,0,9.729877514329806,0.0014220240991562605,0,0,0,9.457838370029219,4.996437201043591e-05,0,0,0,14.28874075245879,0.0003623106749728322,0,0,0,11.430485066158237,0.0018440596759319305,0,0,0,9.082898940837358,4.013689249404706e-05,0,0,0,14.604711550735122,0.0004913642187602818,0,0,0,10.990919575362993,0.0043920972384512424,0,1,1,7.830874289545191,4.0834391256794333e-05,0,0,0,14.579855753708236,0.00048695027362555265,0,0,0,11.003937924811982,0.005303335376083851,0,1,1,7.558884299126328,2.1652889699907973e-05,0,0,0,15.495080900869143,0.0024828361347317696,0,0,0,8.653795236764344,0.008609849028289318,0,0,1,6.85979634414193,2.9405016903183423e-05,0,0,0,15.053578154617739,0.005752896424382925,0,0,1,7.44149578860546,0.011363937519490719,0,0,1,6.45939338525085,3.802234641625546e-05,0,0,0,14.68279290881958,0.006138358730822802,0,0,1,7.347931324088047,0.008639929816126823,0,0,0,6.854764691525315,1.0009900506702252e-05,0,0,0,16.608212839843386,0.007469799369573593,0,0,0,7.064714790296614,0.021438492462038994,0,0,1,5.543652729595072,1.5975886071828427e-06,0,0,0,19.25567261962408,0.04697088897228241,0,0.21215996146202087,1,2.6777359380503185e-05,0
keep a lid on,non-compositional,idiomem,3,3,1.636762476664444e-07,0,0,0,22.542651687910237,0.0011194928083568811,0,0,0,9.802939024342223,2.876060307244188e-06,0,0,0,18.40747464179108,2.1531799575313926e-05,0,0,0,15.503171572958397,0.0019369282526895404,0,0,0,9.012013769753477,0.002369292313233018,0,0,1,8.72132808151001,0.00017133554501924664,0,0,0,12.510887897693642,0.0026872605085372925,0,1,1,8.539648098719569,0.0016950127901509404,0,0,0,9.20448812503633,2.4354605557164177e-05,0,0,0,15.325445856700098,0.002397272503003478,0,0,1,8.704390372176315,0.0012227213010191917,0,0,0,9.675688681661454,0.0001775184937287122,0,0,0,12.459743048335735,0.007349481340497732,0,1,1,7.088141843406169,0.0019113788148388267,0,0,0,9.031170551281742,0.00015906133921816945,0,0,0,12.618129156677352,0.013535796664655209,0,0,1,6.207076388271077,0.0051659634336829185,0,0,1,7.596746853020154,4.2845636926358566e-05,0,0,0,14.510492175704426,0.016483742743730545,0,0,0,5.9228123365278,0.04495039954781532,0,1,1,4.475522250384503,8.024434237086098e-07,0,0,0,20.24909698563684,0.00961745623499155,0,0,0,6.700128925225127,0.05531252548098564,0,1,1,4.1762499750809585,7.784751119288558e-07,0,0,0,20.292845747541485,0.02893548086285591,0,0,1,5.111016570111235,0.08819428831338882,0,1,1,3.5031709635698447,0.02146947756409645,0,3.425929389777593e-05,0,6.61010344629176e-05,0
few and far between,non-compositional,idiomem,3,3,2.1883181489101844e-07,0,0,0,22.12367416443204,0.0001687225012574345,0,0,0,12.53305999165141,2.1167038539715577e-06,0,0,0,18.849749131954667,0.0005422433605417609,0,0,0,10.848771896515188,0.00032778357854112983,0,0,0,11.574968800129502,0.0016631035832688212,0,0,0,9.231906257699933,0.0007275458192452788,0,0,0,10.424674270887456,0.000605032138992101,0,0,0,10.69070059991757,0.001469727256335318,0,0,0,9.410235831941032,0.0009326310246251523,0,0,0,10.06640595681098,0.0008421785314567387,0,0,0,10.213586280289968,0.003817727090790868,0,0,0,8.033070308906865,0.0012031872756779194,0,0,0,9.69892306969267,0.00032763538183644414,0,0,0,11.575621215355472,0.0018768217414617538,0,0,0,9.057492653631144,0.0037486343644559383,0,0,0,8.059419170242037,0.0008337373728863895,0,0,0,10.228119372981926,0.008192078210413456,0,0,0,6.9315547957356705,0.0027335158083587885,0,0,0,8.515026565764472,0.00041422652429901063,0,0,0,11.237292442481959,0.022889327257871628,0,0,1,5.449181128628403,0.0013575074262917042,0,0,0,9.524824194297343,0.0005470183677971363,0,0,0,10.836123102866276,0.1275252103805542,0,1,1,2.9711456141114803,0.00017288187518715858,0,0,0,12.497925753763324,0.0007945448742248118,0,0,0,10.297583677290469,0.11296862363815308,0,1,1,3.146005966559369,0.7553301453590393,1,0.0005960824200883508,0,8.842686656862497e-05,0
great minds think alike,non-compositional,idiomem,3,3,1.7050788301276043e-05,0,0,0,15.839802034187269,1.2667252802245343e-09,0,0,0,29.556249178625276,3.1031731766601464e-15,0,0,0,33.219280948873624,0.0004690954810939729,0,0,0,11.057830776465964,1.2039812418151996e-06,0,0,0,19.66375565442839,0.007226390764117241,1,1,1,7.11250901463966,0.00024324544938281178,0,0,0,12.005299564118644,5.707111085939687e-06,0,0,0,17.41880792473025,0.014553174376487732,1,1,1,6.102522317897726,0.000394473725464195,0,0,0,11.307783169056922,8.917745617509354e-06,0,0,0,16.774889522575705,0.015061327256262302,1,1,1,6.053007278884765,0.00022454811551142484,0,0,0,12.120687764997006,9.342681551061105e-06,0,0,0,16.707731875366736,0.006810213904827833,0,1,1,7.1980841715072925,0.0004624025314114988,0,0,0,11.078563083690055,2.7451260393718258e-05,0,0,0,15.152768083966913,0.012517517432570457,0,1,1,6.319907725176669,0.0005330413696356118,0,0,0,10.873464873859492,6.34412845101906e-06,0,0,0,17.266146587410258,0.03789888694882393,0,1,1,4.721700711219835,3.3850540148705477e-06,0,0,0,18.17238971444144,2.1917023786954815e-06,0,0,0,18.799516667892657,0.14028708636760712,1,1,1,2.8335458820155526,4.05123173550237e-05,0,0,0,14.59127986309846,6.533732062052877e-07,0,0,0,20.545589370848695,0.14689059555530548,0,1,1,2.7671860623698943,0.47118324041366577,1,8.427591092186049e-05,0,0.006438388954848051,0
all hell broke loose,non-compositional,idiomem,3,3,9.57368115450663e-07,0,0,0,19.99442290541435,1.0954734364077012e-07,0,0,0,23.12194216265612,2.476975282661442e-07,0,0,0,21.944917191977556,0.00011811399599537253,0,0,0,13.047532451590504,0.00011442421237006783,0,0,0,13.09332001825285,0.0017314369324594736,0,0,1,9.17381444629532,0.00013668664905708283,0,0,0,12.836840045748037,1.7172351363115013e-05,0,0,0,15.829552877283977,0.004128588363528252,0,1,1,7.920135701338318,0.001321781543083489,0,0,0,9.563300528961104,3.407996700843796e-05,0,0,0,14.840716535492367,0.0035736272111535072,0,0,0,8.12839513955828,0.0007178848027251661,0,0,0,10.44396002278641,8.978345431387424e-05,0,0,0,13.443190871103523,0.0021647659596055746,0,0,0,8.851573226069416,0.003910453524440527,0,0,0,7.998448347329478,0.00012555316789075732,0,0,0,12.95941394916682,0.0024758209474384785,0,0,0,8.6578773027364,0.0009246105910278857,0,0,0,10.078866491412219,6.697277422063053e-05,0,0,0,13.866065744232795,0.007695083040744066,0,0,0,7.021847389320657,5.266195148578845e-05,0,0,0,14.21287949033533,1.9655840333143715e-06,0,0,0,18.95661052565662,0.05220266059041023,0,1,1,4.25973285189195,1.890270686999429e-05,0,0,0,15.691047631086123,2.122011937899515e-05,0,0,0,15.524207701925896,0.06627317517995834,0,1,1,3.915431148485573,0.29371437430381775,1,2.9121119951014407e-06,0,0.0009060667944140732,0
get the better of,non-compositional,idiomem,3,3,1.888213110173842e-12,0,0,0,33.219280948873624,3.243677201680839e-05,0,0,0,14.91201021921757,6.427860625990434e-07,0,0,0,20.5691580165259,0.00047850224655121565,0,0,0,11.02918668141978,0.002485312055796385,0,1,1,8.652357276703459,0.002408543135970831,0,0,1,8.697623522458631,0.0005752944271080196,0,0,0,10.763411884683746,0.0015358710661530495,0,0,0,9.34672717539279,0.0030380310490727425,0,0,0,8.36264767021565,0.0004126830608583987,0,0,0,11.242678157383626,0.0013401559554040432,0,0,0,9.54338338622084,0.002152287168428302,0,0,0,8.859913702665564,0.0003360424598213285,0,0,0,11.539068846832489,0.0016689776675775647,0,0,0,9.22681963438977,0.0025638872757554054,0,0,0,8.607451451053189,0.00045468079042620957,0,0,0,11.102858325856847,0.005567292217165232,0,0,0,7.488808475000472,0.0033165961503982544,0,0,0,8.2360809334613,9.08964138943702e-05,0,0,0,13.42541709705664,0.015912910923361778,0,0,1,5.973658420066526,0.020199410617351532,0,0,1,5.62954299144266,1.4622084563598037e-05,0,0,0,16.061491474009365,0.026597509160637856,0,0,1,5.232565045170652,0.028473254293203354,0,1,1,5.134248797349419,2.2912399799679406e-05,0,0,0,15.413511902840083,0.03832842782139778,0,0,1,4.705441367759196,0.04215531051158905,0,1,1,4.568141803776082,0.0004131920577492565,0,5.883246922167018e-05,0,0.00013466886593960226,0
high as a kite,non-compositional,idiomem,4,3,0.5330654978752136,1,1,1,0.9076152867541203,1.5381293394511886e-07,0,0,0,22.63231984131542,9.524833876639605e-05,0,0,0,13.357946543766623,0.002536450047045946,0,0,0,8.622973536410157,0.00039453734643757343,0,0,0,11.307550509044262,0.00014310760889202356,0,0,0,12.770611998757005,0.0019024364883080125,0,0,0,9.037935993631045,0.0006475938716903329,0,0,0,10.592623046354614,9.122665505856276e-05,0,0,0,13.420185054627371,0.0006654791650362313,0,0,0,10.553318880909563,0.0003473860560916364,0,0,0,11.491172533420489,0.0007061461801640689,0,0,0,10.467745511113016,0.00047536095371469855,0,0,0,11.038688974787538,0.00024496280821040273,0,0,0,11.995149652702967,0.00015490928490180522,0,0,0,12.656288761049208,0.0009762038243934512,0,0,0,10.00052997587905,0.00039150379598140717,0,0,0,11.318686083739387,6.79207141729421e-06,0,0,0,17.16771694069905,0.006874710321426392,0,0,0,7.1844853604678045,0.00038320120074786246,0,0,0,11.349610297832683,7.685817990932264e-07,0,0,0,20.311297852095045,0.01952277682721615,0,0,1,5.678697920176424,0.00023078385856933892,0,0,0,12.081170056676632,4.088897185283713e-07,0,0,0,21.221784877245074,0.025556936860084534,0,0,1,5.290141258090223,3.5793473216472194e-05,0,0,0,14.769943932105772,8.679220968588197e-07,0,0,0,20.135931109467226,0.05773598700761795,0,7.773334800731391e-05,0,6.564029263245175e-06,0
make head or tail of,non-compositional,idiomem,4,3,2.717965392681765e-12,0,0,0,33.219280948873624,1.981483706003928e-07,0,0,0,22.266915560324254,2.2741252792002342e-07,0,0,0,22.06818493122041,0.0007880100747570395,0,0,0,10.309498304805482,7.219516555778682e-05,0,0,0,13.757738242024143,0.0005736724124290049,0,0,0,10.767485238252682,0.0020699796732515097,0,0,0,8.916167683818273,1.5407324099214748e-05,0,0,0,15.986024154051638,0.0005052349879406393,0,0,0,10.950757829140084,0.008617977611720562,0,0,1,6.858434934125334,4.1456962208030745e-05,0,0,0,14.558026068746235,0.0004109563014935702,0,0,0,11.248727384596828,0.0038982245605438948,0,0,0,8.002967083996626,7.502273365389556e-05,0,0,0,13.702312642028394,0.000597691279835999,0,0,0,10.708311885186689,0.026601465418934822,0,0,1,5.232350466815293,6.780347757739946e-05,0,0,0,13.84828120468868,0.0005884317215532064,0,0,0,10.730837357134261,0.013190085999667645,0,0,0,6.244402218749364,1.9240775145590305e-05,0,0,0,15.665473552866665,0.0018366017611697316,0,0,0,9.088745450521365,0.011488153599202633,0,0,0,6.443709246214344,1.1939217756662401e-06,0,0,0,19.675860253287066,0.004887847229838371,0,0,0,7.676585090380827,0.012120452709496021,0,0,0,6.366412604037508,7.983579166648269e-07,0,0,0,20.256460989401976,0.00808741059154272,0,0,0,6.950106426842992,0.00415077293291688,0,1.5455700008715212e-07,0,0.0010870316764339805,0
as luck would have it,non-compositional,idiomem,4,3,8.773351510171779e-06,0,0,0,16.798440497071798,1.807956323318649e-06,0,0,0,19.07720874383474,0.0009939713636413217,0,0,0,9.974508091270712,0.00011541126150405034,0,0,0,13.080928374601092,0.0003212124283891171,0,0,0,11.604184664687812,0.0013081071665510535,0,0,0,9.578303546334936,0.0004317658313084394,0,0,0,11.17746330235936,0.00026973235071636736,0,0,0,11.856183816006661,0.0014819774078205228,0,0,0,9.398260830185501,0.00028663536068052053,0,0,0,11.768495781353455,0.0003646798722911626,0,0,0,11.421081804079037,0.0027911579236388206,0,0,0,8.484920530302903,0.0002441340038785711,0,0,0,12.000039126583632,0.00012825545854866505,0,0,0,12.928692151350596,0.0006969314999878407,0,0,0,10.486695516116184,0.0012182188220322132,0,0,0,9.68101098466426,0.00011359500786056742,0,0,0,13.103812945173896,0.0044366405345499516,0,0,0,7.816316616793684,0.00039911549538373947,0,0,0,11.290906087973351,3.372217179276049e-05,0,0,0,14.855943021972084,0.0015187975950539112,0,0,0,9.362854665031836,9.300698729930446e-05,0,0,0,13.39230136936251,8.355807949556038e-05,0,0,0,13.546861140649213,0.0014671123353764415,0,0,0,9.412804943653686,0.0006238317582756281,0,0,0,10.64655537967405,0.00010826736252056435,0,0,0,13.173113975256065,0.0011668343795463443,0,0,0,9.74318448519687,0.9522836804389954,1,6.908712384756655e-05,0,4.0614217141410336e-05,0
err on the side of,non-compositional,idiomem,4,3,0.3424101173877716,1,1,1,1.546202764382181,1.4052653485308042e-09,0,0,0,29.40651028164354,1.7212846259440084e-08,0,0,0,25.791939082705106,0.0021856415551155806,0,0,0,8.837727466021533,0.0032893128227442503,0,0,0,8.247998065676727,0.0007401038892567158,0,0,0,10.399984581786889,0.0013948617270216346,0,0,0,9.48566217022582,0.013029728084802628,0,1,1,6.262049212913964,0.0011117781978100538,0,0,0,9.812915288720285,0.0015960144810378551,0,0,0,9.291310543110148,0.0023022075183689594,0,0,0,8.76276640243945,0.000422890589106828,0,0,0,11.207427924172043,0.00036269237170927227,0,0,0,11.428965977260106,0.0077170319855213165,0,1,1,7.017738199227456,0.0003680097870528698,0,0,0,11.40796824493867,0.0006252702441997826,0,0,0,10.643232516653276,0.048002514988183975,0,1,1,4.380746195067406,0.0014948920579627156,0,0,0,9.385742969512341,0.0038674194365739822,0,0,0,8.014413045907176,0.0009190047858282924,0,0,0,10.087640005007103,0.01029779389500618,0,0,0,6.601520889029347,0.08335194736719131,0,1,1,3.5846402842142564,0.0003873199166264385,0,0,0,11.33418669052655,0.019687043502926826,0,0,1,5.666609718653177,0.05330682918429375,0,1,1,4.229535820032576,0.00018591115076560527,0,0,0,12.393099075285678,0.02568143792450428,0,0,1,5.283130207389496,0.9811245203018188,1,0.0015458506532013416,0,3.0375676942639984e-05,0
your guess is as good as mine,non-compositional,idiomem,6,3,4.292359800928125e-09,0,0,0,27.795581840972346,0.00061095564160496,0,0,0,10.67664474248366,5.9471472923178226e-05,0,0,0,14.037442667216892,0.000926100357901305,0,0,0,10.076543838330348,0.0002815964398905635,0,0,0,11.794083284866483,0.000340776372468099,0,0,0,11.518887068941059,0.0006029762444086373,0,0,0,10.695611214487034,0.0003256046329624951,0,0,0,11.584591151983178,0.0016468842513859272,0,0,0,9.246045123538126,0.0036412153858691454,0,1,1,8.101364202782502,0.00039840725366957486,0,0,0,11.293468465231161,0.0006848449702374637,0,0,0,10.51193494035651,0.004216935019940138,0,0,1,7.8895894938091855,0.0004877085448242724,0,0,0,11.001693130432567,0.00046113840653561056,0,0,0,11.082512551988732,0.01836763322353363,0,1,1,5.766690451003902,0.0014808651758357882,0,0,0,9.399343987051761,0.0003144297515973449,0,0,0,11.634974646522892,0.006529978942126036,0,0,0,7.258705945285377,0.003829270601272583,0,0,0,8.028714670616674,0.0004778460133820772,0,0,0,11.031166597161857,0.0012648053234443069,0,0,0,9.626868939675319,0.009325644932687283,0,0,0,6.744580783528454,0.00034222163958474994,0,0,0,11.51278139139207,0.0026775887235999107,0,0,0,8.544849904279692,0.008642354048788548,0,0,0,6.8543599500583525,0.00011354197340551764,0,0,0,13.104486657981564,0.5060070157051086,1,0.015280087478458881,0,1.3947250408818945e-05,0
bring the house down,non-compositional,idiomem,3,3,5.678372883011207e-09,0,0,0,27.391875264027927,1.46776228575618e-05,0,0,0,16.056022141767063,6.427860625990434e-07,0,0,0,20.5691580165259,6.659371865680441e-05,0,0,0,13.874254370564405,0.00010872394341276959,0,0,0,13.16704269089522,0.0029031552840024233,0,0,1,8.428162543745144,0.00040481737232767045,0,0,0,11.270441176391744,0.0001953736209543422,0,0,0,12.321476689558564,0.003528868081048131,0,0,1,8.146578785509297,0.0003357849200256169,0,0,0,11.540174938710999,0.0002371876616962254,0,0,0,12.041683415502977,0.002468515420332551,0,0,0,8.662140627321456,0.0002706320956349373,0,0,0,11.85137943355531,0.00039550833753310144,0,0,0,11.304004271726543,0.0018952389946207404,0,0,0,9.043404497155766,0.00010566561104496941,0,0,0,13.20820645266108,0.000558959087356925,0,0,0,10.804969689732056,0.006330028176307678,0,0,1,7.303572363250352,7.003096106927842e-05,0,0,0,13.801647588010537,0.0004090888542123139,0,0,0,11.255298148585217,0.020831426605582237,0,1,1,5.585094546444054,9.214261808665469e-05,0,0,0,13.405771884016147,0.00026398501358926296,0,0,0,11.887256349337484,0.037812940776348114,0,1,1,4.724976135253313,3.282137549831532e-05,0,0,0,14.895004772970456,0.00019094848539680243,0,0,0,12.354528902999277,0.09144216775894165,0,1,1,3.4509965848005826,0.0013974744360893965,0,0.00010681866842787713,0,0.00011437610373832285,0
